GCF NAME							
GCF_013836525	NZ_CP058615.1	NZ_CP058616.1					
GCF_013836745	NZ_CP058613.1	NZ_CP058614.1					
GCF_015219885	NZ_CP062469.1	NZ_CP062470.1					
GCF_015219905	NZ_CP062467.1	NZ_CP062468.1					
GCF_015219925	NZ_CP062465.1	NZ_CP062466.1					
GCF_015220695	NZ_CP062471.1	NZ_CP062472.1					
GCF_015244035	NZ_CP060584.1						
GCF_015475575	NZ_CP055225.1	NZ_CP055226.1					
GCF_015732455	NZ_CP061349.1						
GCF_015767475	NZ_CP065199.1	NZ_CP065200.1	NZ_CP065201.1				
GCF_015767495	NZ_CP065194.1	NZ_CP065195.1	NZ_CP065196.1	NZ_CP065197.1	NZ_CP065198.1		
GCF_015774815	NZ_CP065353.1						
GCF_015774835	NZ_CP065355.1						
GCF_015774855	NZ_CP065354.1						
GCF_015999445	NZ_CP065515.1	NZ_CP065516.1					
GCF_016065215	NZ_CP065857.1						
GCF_016413705	NZ_CP066488.1	NZ_CP066489.1	NZ_CP066490.1	NZ_CP066491.1			
GCF_016413725	NZ_CP066492.1	NZ_CP066493.1	NZ_CP066494.1	NZ_CP066495.1			
GCF_016496025	NZ_CP060491.1	NZ_CP060492.1					
GCF_016591995	NZ_AP024170.1	NZ_AP024171.1					
GCF_016727585	NZ_CP068143.1	NZ_CP068144.1					
GCF_016889145	NZ_CP069470.1	NZ_CP069471.1	NZ_CP069472.1				
GCF_016889945	NZ_CP069565.1	NZ_CP069566.1					
GCF_016894285	NZ_CP069799.1	NZ_CP069800.1					
GCF_017088305	NZ_CP070986.1	NZ_CP070987.1	NZ_CP070988.1				
GCF_017088385	NZ_CP070983.1	NZ_CP070984.1	NZ_CP070985.1				
GCF_017161095	NZ_CP046476.1	NZ_CP046477.1					
GCF_017798245	NZ_CP060278.1	NZ_CP060279.1					
GCF_018075265	NZ_CP073012.1						
GCF_018093065	NZ_CP070991.1	NZ_CP070992.1					
GCF_018093105	NZ_CP071100.1	NZ_CP071101.1					
GCF_018093205	NZ_CP071102.1	NZ_CP071103.1					
GCF_018093225	NZ_CP071104.1	NZ_CP071105.1	NZ_CP071106.1				
GCF_018135565	NZ_CP073065.1	NZ_CP073064.1					
GCF_018141385	NZ_CP047646.1						
GCF_018336515	NZ_CP047922.1	NZ_CP047923.1					
GCF_018336535	NZ_CP047924.1	NZ_CP047925.1					
GCF_018399115	NZ_CP071594.1						
GCF_018409145	NZ_AP024511.1	NZ_AP024512.1					
GCF_018732165	NZ_CP076105.1						
GCF_018968725	NZ_CP076660.1						
GCF_018987325	NZ_CP076839.1	NZ_CP076840.1	NZ_CP076841.1	NZ_CP076842.1			
GCF_018987345	NZ_CP076843.1	NZ_CP076844.1	NZ_CP076845.1				
GCF_018987365	NZ_CP076823.1						
GCF_019134615	NZ_CP077755.1	NZ_CP077756.1					
GCF_019134635	NZ_CP077757.1						
GCF_019334585	NZ_CP079715.1						
GCF_019550875	NZ_CP080551.1						
GCF_019550945	NZ_CP080560.1	NZ_CP080561.1					
GCF_019551035	NZ_CP080550.1						
GCF_019551095	NZ_CP080562.1	NZ_CP080563.1					
GCF_019551175	NZ_CP080556.1	NZ_CP080557.1	NZ_CP080558.1	NZ_CP080559.1			
GCF_019551235	NZ_CP080553.1	NZ_CP080554.1	NZ_CP080555.1				
GCF_019551315	NZ_CP080552.1						
GCF_019551355	NZ_CP080564.1	NZ_CP080565.1					
GCF_019551375	NZ_CP080548.1	NZ_CP080549.1					
GCF_019551415	NZ_CP080566.1	NZ_CP080567.1					
GCF_019603375	NZ_CP080770.1	NZ_CP080771.1					
GCF_019653615	NZ_CP077098.1						
GCF_019669165	NZ_AP024311.1	NZ_AP024312.1					
GCF_019669245	NZ_AP024313.1	NZ_AP024314.1					
GCF_019669345	NZ_AP024315.1	NZ_AP024316.1	NZ_AP024317.1				
GCF_019669385	NZ_AP024318.1	NZ_AP024319.1					
GCF_019738975	NZ_CP081354.1	NZ_CP081355.1	NZ_CP081356.1				
GCF_019915405	NZ_CP082813.1	NZ_CP082814.1					
GCF_019915425	NZ_CP082815.1						
GCF_019915585	NZ_CP082789.1	NZ_CP082790.1					
GCF_020003145	NZ_CP077738.1	NZ_CP077739.1	NZ_CP077740.1				
GCF_020003165	NZ_CP077741.1	NZ_CP077742.1	NZ_CP077743.1	NZ_CP077744.1			
GCF_020034535	NZ_CP083259.1	NZ_CP083260.1	NZ_CP083261.1				
GCF_020042725	NZ_CP083434.1	NZ_CP083435.1					
GCF_020097755	NZ_CP083671.1	NZ_CP083672.1					
GCF_020150915	NZ_CP083728.1	NZ_CP083729.1	NZ_CP083730.1				
GCF_020386595	NZ_CP077852.1						
GCF_020388075	NZ_CP077853.1						
GCF_020388095	NZ_CP077854.1						
GCF_020388115	NZ_CP077855.1						
GCF_020388135	NZ_CP077856.1						
GCF_020388155	NZ_CP077857.1						
GCF_020388175	NZ_CP077858.1						
GCF_020388195	NZ_CP077859.1						
GCF_020388215	NZ_CP077860.1						
GCF_020388235	NZ_CP077861.1	NZ_CP077862.1					
GCF_020388255	NZ_CP077863.1	NZ_CP077864.1					
GCF_020388275	NZ_CP077865.1	NZ_CP077866.1					
GCF_020388295	NZ_CP077867.1						
GCF_020388315	NZ_CP077868.1						
GCF_020388335	NZ_CP077869.1						
GCF_020388355	NZ_CP077870.1	NZ_CP077871.1					
GCF_020388395	NZ_CP077933.1	NZ_CP077934.1	NZ_CP077935.1				
GCF_020388555	NZ_CP077872.1	NZ_CP077876.1	NZ_CP077875.1	NZ_CP077873.1	NZ_CP077874.1		
GCF_020388655	NZ_CP077877.1	NZ_CP077879.1	NZ_CP077878.1				
GCF_020388675	NZ_CP077880.1	NZ_CP077881.1	NZ_CP077884.1	NZ_CP077882.1	NZ_CP077883.1		
GCF_020388695	NZ_CP077885.1	NZ_CP077887.1	NZ_CP077886.1				
GCF_020388715	NZ_CP077888.1						
GCF_020388735	NZ_CP077889.1	NZ_CP077891.1	NZ_CP077890.1	NZ_CP077892.1			
GCF_020388765	NZ_CP077893.1						
GCF_020388785	NZ_CP077894.1	NZ_CP077896.1	NZ_CP077895.1				
GCF_020388805	NZ_CP077897.1						
GCF_020388825	NZ_CP077898.1						
GCF_020388845	NZ_CP077899.1	NZ_CP077900.1	NZ_CP077902.1	NZ_CP077904.1	NZ_CP077903.1	NZ_CP077901.1	NZ_CP077905.1
GCF_020388885	NZ_CP077908.1	NZ_CP077910.1	NZ_CP077909.1				
GCF_020388905	NZ_CP077936.1	NZ_CP077938.1	NZ_CP077937.1				
GCF_020388925	NZ_CP077911.1	NZ_CP077912.1					
GCF_020388965	NZ_CP077915.1						
GCF_020388985	NZ_CP077916.1						
GCF_020389005	NZ_CP077917.1						
GCF_020389165	NZ_CP077920.1						
GCF_020389265	NZ_CP077921.1						
GCF_020389325	NZ_CP077922.1						
GCF_020389425	NZ_CP077923.1						
GCF_020389445	NZ_CP077924.1						
GCF_020389485	NZ_CP077925.1						
GCF_020389505	NZ_CP077926.1	NZ_CP077927.1					
GCF_020389525	NZ_CP077928.1	NZ_CP077930.1	NZ_CP077929.1				
GCF_020389545	NZ_CP077931.1						
GCF_020389565	NZ_CP077932.1						
GCF_020526105	NZ_CP084878.1						
GCF_900004855	NZ_LN854556.1						
GCF_900017775	NZ_LT009690.1	NZ_LT009691.1					
GCF_900092595	NZ_LT598688.1						
GCF_900096745	NZ_LT615218.1						
GCF_900129335	NZ_LT671859.1	NZ_LT671860.1					
GCF_900323905	NZ_LT996891.1						
GCF_900323925	NZ_LT992434.1						
GCF_900323955	NZ_LT992436.1						
GCF_900323965	NZ_LT992435.1						
GCF_900324045	NZ_LT996889.1						
GCF_900324065	NZ_LT996890.1						
GCF_900324205	NZ_LT992456.1	NZ_LT992457.1					
GCF_900324215	NZ_LT992464.1						
GCF_900324225	NZ_LT992458.1						
GCF_900324235	NZ_LT992462.1						
GCF_900324245	NZ_LT992461.1						
GCF_900324255	NZ_LT992463.1						
GCF_900324265	NZ_LT992460.1						
GCF_900324275	NZ_LT992465.1						
GCF_900324285	NZ_LT992466.1						
GCF_900324295	NZ_LT992467.1						
GCF_900324305	NZ_LT992470.1						
GCF_900324315	NZ_LT992468.1						
GCF_900324325	NZ_LT992473.1						
GCF_900324335	NZ_LT992469.1						
GCF_900324345	NZ_LT992471.1						
GCF_900324355	NZ_LT992472.1						
GCF_900324365	NZ_LT992474.1						
GCF_900324385	NZ_LT992475.1						
GCF_900324405	NZ_LT992476.1						
GCF_900324415	NZ_LT992477.1						
GCF_900474525	NZ_LS483301.1						
GCF_900474535	NZ_LS483300.1						
GCF_900474555	NZ_LS483308.1						
GCF_900474565	NZ_LS483302.1						
GCF_900474575	NZ_LS483309.1						
GCF_900474665	NZ_LS483310.1						
GCF_900474675	NZ_LS483314.1						
GCF_900474695	NZ_LS483317.1						
GCF_900474715	NZ_LS483311.1						
GCF_900474725	NZ_LS483319.1						
GCF_900474735	NZ_LS483316.1						
GCF_900474755	NZ_LS483324.1						
GCF_900475055	NZ_LS483350.1						
GCF_900475245	NZ_LS483365.1						
GCF_900478245	NZ_LS483484.1						
GCF_900607245	NZ_LR027876.1						
GCF_900607255	NZ_LR027870.1	NZ_LR027871.1	NZ_LR027872.1				
GCF_900607265	NZ_LR027878.1	NZ_LR027879.1					
GCF_900607275	NZ_LR027873.1						
GCF_900607285	NZ_LR027877.1						
GCF_900607295	NZ_LR027869.1						
GCF_900607305	NZ_LR027874.1	NZ_LR027875.1					
GCF_900620215	NZ_LR130509.1	NZ_LR130510.1					
GCF_900620225	NZ_LR130511.1	NZ_LR130512.1					
GCF_900620235	NZ_LR130513.1	NZ_LR130514.1					
GCF_900620245	NZ_LR130515.1	NZ_LR130516.1	NZ_LR130517.1				
GCF_900620255	NZ_LR130518.1	NZ_LR130519.1	NZ_LR130520.1				
GCF_900635095	NZ_LR133917.1						
GCF_900635245	NZ_LR134086.1						
GCF_900635265	NZ_LR134085.1						
GCF_900635285	NZ_LR134087.1						
GCF_900635305	NZ_LR134091.1						
GCF_900635315	NZ_LR134090.1						
GCF_900635335	NZ_LR134093.1						
GCF_900635505	NZ_LR134139.1						
GCF_900635905	NZ_LR134193.1						
GCF_900636335	NZ_LR134271.1						
GCF_900636695	NZ_LR134305.1						
GCF_900637155	NZ_LR134351.1						
GCF_903932595	NZ_LR822060.1						
GCF_903932605	NZ_LR822061.1						
